PriceList,Catalog,GradeGroup,Price,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-SC,M,1500,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-SS,100,725,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-SS,200,765,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-SS,300,815,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-SS,400,860,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-SS,500,905,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-SS,600,950,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-SS,700,995,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-SS,800,1045,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-SS,M,1400,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DC,100,975,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DC,200,1015,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DC,300,1065,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DC,400,1110,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DC,500,1155,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DC,600,1200,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DC,700,1245,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DC,800,1295,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DC,M,1650,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DS,100,825,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DS,200,865,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DS,300,915,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DS,400,960,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DS,500,1005,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DS,600,1050,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DS,700,1095,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DS,800,1145,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DS,M,1500,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DR,100,625,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DR,200,665,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DR,300,715,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DR,400,760,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DR,500,805,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DR,600,850,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DR,700,895,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DR,800,945,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DR,M,1375,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DL,100,700,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DL,200,740,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DL,300,790,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DL,400,835,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DL,500,880,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DL,600,925,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DL,700,970,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DL,800,1020,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DL,M,1375,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DA,100,675,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DA,200,715,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DA,300,765,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DA,400,810,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DA,500,855,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DA,600,900,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DA,700,945,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DA,800,995,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DA,M,1350,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-QC,100,1025,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-QC,200,1065,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-QC,300,1115,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-QC,400,1160,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-QC,500,1205,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-QC,600,1250,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-QC,700,1295,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-QC,800,1345,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-QC,M,1700,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-QS,100,875,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-QS,200,915,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-QS,300,965,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-QS,400,1010,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-QS,500,1055,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-QS,600,1100,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-QS,700,1145,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-QS,800,1195,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-QS,M,1550,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-QR,100,650,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-QR,200,690,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-QR,300,740,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-QR,400,785,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-QR,500,830,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-QR,600,875,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-QR,700,920,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-QR,800,970,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-QR,M,1400,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-QL,100,725,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-QL,200,765,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-QL,300,815,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-QL,400,860,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-QL,500,905,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-QL,600,950,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-QL,700,995,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-QL,800,1045,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-QL,M,1400,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-QA,100,700,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-QA,200,740,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-QA,300,790,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-QA,400,835,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-QA,500,880,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-QA,600,925,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-QA,700,970,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-QA,800,1020,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-QA,M,1375,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-01,100,1400,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-01,200,1440,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-01,300,1490,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-01,400,1535,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-01,500,1580,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-01,600,1625,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-01,700,1670,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-01,800,1720,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-01,M,2310,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-02,100,800,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-02,200,840,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-02,300,890,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-02,400,935,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-02,500,980,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-02,600,1025,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-02,700,1070,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-02,800,1120,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-02,M,1475,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-03,100,1275,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-03,200,1315,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-03,300,1365,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-03,400,1410,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-03,500,1455,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-03,600,1500,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-03,700,1545,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-03,800,1595,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-03,M,2050,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-07,100,1175,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-07,200,1215,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-07,300,1265,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-07,400,1310,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-07,500,1355,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-07,600,1400,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-07,700,1445,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-07,800,1495,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-07,M,1950,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-08,100,1175,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-08,200,1215,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-08,300,1265,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-08,400,1310,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-08,500,1355,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-08,600,1400,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-08,700,1445,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-08,800,1495,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-08,M,1950,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-09,100,700,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-09,200,740,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-09,300,790,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-09,400,835,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-09,500,880,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-09,600,925,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-09,700,970,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-09,800,1000,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-09,M,1150,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-10,100,675,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-10,200,715,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-10,300,765,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-10,400,810,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-10,500,855,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-10,600,900,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-10,700,945,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-10,800,975,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-10,M,1125,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-11,100,725,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-11,200,765,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-11,300,815,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-11,400,860,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-11,500,905,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-11,600,950,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-11,700,995,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-11,800,1025,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-11,M,1175,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-12,100,725,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-12,200,765,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-12,300,815,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-12,400,860,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-12,500,905,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-12,600,950,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-12,700,995,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-12,800,1025,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-12,M,1175,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-14,100,1100,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-14,200,1140,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-14,300,1190,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-14,400,1235,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-14,500,1280,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-14,600,1325,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-14,700,1370,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-14,800,1420,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-14,M,1875,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-15,100,900,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-15,200,940,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-15,300,990,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-15,400,1035,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-15,500,1080,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-15,600,1125,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-15,700,1170,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-15,800,1220,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-15,M,1625,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-16,100,900,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-16,200,940,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-16,300,990,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-16,400,1035,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-16,500,1080,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-16,600,1125,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-16,700,1170,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-16,800,1220,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-16,M,1625,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-17,100,950,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-17,200,990,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-17,300,1040,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-17,400,1085,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-17,500,1130,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-17,600,1175,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-17,700,1220,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-17,800,1270,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-17,M,1725,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-18,100,950,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-18,200,990,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-18,300,1040,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-18,400,1085,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-18,500,1130,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-18,600,1175,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-18,700,1220,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-18,800,1270,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-18,M,1725,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-35,100,900,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-35,200,940,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-35,300,990,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-35,400,1035,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-35,500,1080,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-35,600,1125,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-35,700,1170,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-35,800,1220,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-35,M,1625,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-36,100,900,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-36,200,940,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-36,300,990,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-36,400,1035,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-36,500,1080,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-36,600,1125,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-36,700,1170,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-36,800,1220,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-36,M,1625,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-86,100,1300,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-86,200,1340,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-86,300,1390,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-86,400,1435,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-86,500,1480,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-86,600,1525,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-86,700,1570,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-86,800,1620,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-86,M,2075,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-87,100,1300,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-87,200,1340,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-87,300,1390,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-87,400,1435,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-87,500,1480,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-87,600,1525,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-87,700,1570,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-87,800,1620,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-87,M,2075,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-92,100,1200,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-92,200,1240,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-92,300,1290,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-92,400,1335,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-92,500,1380,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-92,600,1425,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-92,700,1470,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-92,800,1520,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-92,M,1975,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-94,100,450,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-94,200,470,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-94,300,485,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-94,400,500,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-94,500,510,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-94,600,520,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-94,700,530,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-94,800,540,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-94,M,670,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-SC,100,825,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-SC,200,865,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-SC,300,915,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-SC,400,960,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-SC,500,1005,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-SC,600,1050,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-SC,700,1095,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-SC,800,1145,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-SC,M,1500,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-SS,100,725,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-SS,200,765,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-SS,300,815,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-SS,400,860,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-SS,500,905,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-SS,600,950,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-SS,700,995,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-SS,800,1045,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-SS,M,1400,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-DC,100,975,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-DC,200,1015,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-DC,300,1065,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-DC,400,1110,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-DC,500,1155,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-DC,600,1200,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-DC,700,1245,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-DC,800,1295,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-DC,M,1650,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-DS,100,825,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-DS,200,865,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-DS,300,915,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-DS,400,960,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-DS,500,1005,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-DS,600,1050,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-DS,700,1095,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-DS,800,1145,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-DS,M,1500,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-DR,100,625,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-DR,200,665,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-DR,300,715,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-DR,400,760,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-DR,500,805,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-DR,600,850,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-DR,700,895,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-DR,800,945,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-DR,M,1375,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-DL,100,700,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-DL,200,740,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-DL,300,790,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-DL,400,835,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-DL,500,880,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-DL,600,925,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-DL,700,970,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-DL,800,1020,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-DL,M,1375,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-DA,100,675,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-DA,200,715,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-DA,300,765,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-DA,400,810,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-DA,500,855,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-DA,600,900,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-DA,700,945,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-DA,800,995,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-DA,M,1350,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-QC,100,1025,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-QC,200,1065,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-QC,300,1115,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-QC,400,1160,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-QC,500,1205,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-QC,600,1250,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-QC,700,1295,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-QC,800,1345,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-QC,M,1700,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-QS,100,875,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-QS,200,915,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-QS,300,965,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-QS,400,1010,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37160-QS,500,1055,,,,,,,,,,,,,,,,,,
